Mesh ID,Generic name,Common name,Synonyms,Tree
D052958,Tarlov Cysts,Tarlov Cysts,"Perineurial Cysts|Perineural Cysts|Cyst, Perineurial|Perineurial Cyst|Cyst, Sacral Perineural|Cysts, Perineural|Cyst, Perineural|Sacral Tarlov Cysts|Sacral Perineural Cysts|Cysts, Perineurial|Cyst, Tarlov|Sacral Perineural Cyst|Cysts, Tarlov|Cysts, Sacral Perineural|Cysts, Sacral Tarlov|Perineural Cyst|Tarlov Cysts|Tarlov Cyst",C04.182.872|C10.668.829.900
D053018,Pyonephrosis,Pyonephrosis,"Infected Hydronephrosis|Pyonephrosis|Hydronephrosis, Infected",C12.950.419.307.500|C12.200.777.419.307.500|C12.050.351.968.419.307.500
D053039,Ureterolithiasis,Ureterolithiasis,Ureterolithiasis|Ureterolithiases,C12.950.725.938|C12.950.967.374|C12.200.777.967.374|C12.200.777.725.938|C12.050.351.968.967.374|C12.050.351.968.725.938
D053040,Nephrolithiasis,Nephrolithiasis,Nephrolithiasis,C12.050.351.968.967.249|C12.950.967.249|C12.200.777.419.600|C12.050.351.968.419.600|C12.950.419.600|C12.200.777.967.249
D053098,Familial Hypophosphatemic Rickets,Familial Hypophosphatemic Rickets,"Hypophosphatemic Rickets, X-Linked|Hypophosphatemia, X Linked|Hypophosphatemia, X-Linked|Rickets, Hereditary Hypophosphatemic|Hypophosphatemic Rickets, X Linked Recessive|Hereditary Vitamin D Resistant Rickets|Familial Hypophosphatemic Rickets|Vitamin D Resistant Rickets, Hereditary|Rickets, Hereditary Vitamin D-Resistant|Vitamin D Resistant Rickets, X Linked|Vitamin D-Resistant Rickets, Hereditary|Rickets, X-Linked Hypophosphatemic|Rickets, Hereditary Vitamin D Resistant|Rickets, Familial Hypophosphatemic|Hereditary Vitamin D-Resistant Rickets|Vitamin D-Resistant Rickets, X-Linked|Hypophosphatemic Rickets, Hereditary|Hypophosphatemic Rickets, X-Linked Recessive|Hereditary Hypophosphatemic Rickets|Vitamin D-Resistant Rickets With End-Organ Unresponsiveness To 1,25-Dihydroxycholecalciferol|Generalized Resistance To 1,25-Dihydroxyvitamin D|Hypocalcemic Vitamin D Resistant Rickets|Hypocalcemic Vitamin D-Resistant Rickets|Generalized Resistance To 1,25 Dihydroxyvitamin D|Hypophosphatemic Rickets, Familial|Hypophosphatemic Rickets, X-Linked Dominant|X-Linked Hypophosphatemic Rickets|Hypophosphatemic Rickets, X Linked Dominant|X Linked Hypophosphatemia|Vitamin D Resistant Rickets With End Organ Unresponsiveness To 1,25 Dihydroxycholecalciferol|X-Linked Hypophosphatemia",C16.320.831.647.500|C18.452.174.845.875.500|C18.452.750.400.750.500|C12.050.351.968.419.815.647.500|C12.950.419.815.647.500|C18.654.521.500.133.770.734.875.500|C18.452.750.400.500.500|C16.320.565.618.544.500|C18.452.648.618.544.500|C12.200.777.419.815.647.500|C05.116.198.816.875.500|C18.452.104.816.875.500
D053099,Azotemia,Azotemia,Azotaemia|Azotemia,C23.550.145|C12.050.351.968.419.936.231|C12.950.419.936.231|C12.200.777.419.936.231
D011015,Respiratory Aspiration,Respiratory Aspiration,"Aspiration, Accidental|Aspirations, Accidental|Aspiration, Respiratory|Aspiration, Foreign Body|Body Aspirations, Foreign|Respiratory Aspiration|Foreign Body Aspiration|Body Aspiration, Foreign|Accidental Aspirations|Accidental Aspiration|Aspirations, Foreign Body|Foreign Body Aspirations",C08.618.749|C23.550.773
D053158,Nocturia,Nocturia,Nocturia|Nycturia,C23.888.942.343.550
D053159,Dysuria,Dysuria,Dysuria,C23.888.942.343.274
D053201,"Urinary Bladder, Overactive","Urinary Bladder, Overactive","Urinary Bladder, Overactive|Overactive Bladder|Bladder, Overactive|Overactive Detrusor Function|Overactive Detrusor|Detrusor, Overactive|Overactive Urinary Bladder|Detrusor Function, Overactive",C12.200.777.829.866|C12.950.829.813|C23.888.942.343.780|C12.050.351.968.829.813
D053202,"Urinary Incontinence, Urge","Urinary Incontinence, Urge","Urinary Urge Incontinence|Urinary Incontinence, Urge|Incontinence, Urge|Incontinence, Urinary Reflex|Urinary Reflex Incontinence|Urge Incontinence",C12.950.934.814.750|C23.888.942.343.800.750|C12.200.777.934.852.500|C12.050.351.968.934.814.750
D053306,Hyper-IgM Immunodeficiency Syndrome,Hyper-IgM Immunodeficiency Syndrome,"Hyper IgM Immunodeficiency Syndrome, Type 5|HIGM2 Syndrome|Hyper-IgM Immunodeficiency Syndrome, Type 5|Immunodeficiency with Hyper IgM, Type 3|Hyper IgM Immunodeficiency Syndrome, Type 3|Hyper-IgM Syndrome|Syndrome, Hyper-IgM Immunodeficiency|Immunodeficiency with Hyper IgM, Type 5|Hyper-IgM Immunodeficiency Syndrome Type 3|Hyper-IgM Immunodeficiency Syndrome Type 2|Hyper-IgM Immunodeficiency Syndrome Type 5|HIGM5 Syndromes|HIGM3 Syndrome|Hyper-IgM Syndromes|Hyper-IgM Syndrome 2|Hyper IgM Immunodeficiency Syndrome Type 2|Hyper IgM Immunodeficiency Syndrome|Hyper-IgM Syndrome 5|Hyper IgM Syndrome 2|Hyper-IgM Immunodeficiency Syndrome|Hyper IgM Syndrome 3|Hyper-IgM Immunodeficiency Syndrome, Type 3|Hyper IgM Immunodeficiency Syndrome Type 3|Hyper IgM Syndrome|Immunodeficiency with Hyper-IgM, Type 3|Hyper-IgM Immunodeficiency Syndromes|Hyper-IgM Syndrome 5s|Hyper-IgM Syndrome 3|Immunodeficiency with Hyper IgM Syndrome|Immunodeficiency with Hyper-IgM, Type 2|Hyper-IgM Immunodeficiency Syndrome, Type 2|Hyper IgM Immunodeficiency Syndrome Type 5|Hyper IgM Syndrome 5|Immunodeficiency with Hyper-IgM Syndrome|Immunodeficiency with Hyper-IgM, Type 5|Immunodeficiency Syndrome, Hyper-IgM|HIGM3 Syndromes|HIGM5 Syndrome|Immunodeficiency with Hyper IgM, Type 2|Immunodeficiency Syndromes, Hyper-IgM|HIGM2 Syndromes|Hyper IgM Immunodeficiency Syndrome, Type 2|Syndromes, Hyper-IgM Immunodeficiency",C15.378.147.333.249|C16.320.413|C16.320.798.625|C20.673.430.250|C20.673.795.625
D053307,"Hyper-IgM Immunodeficiency Syndrome, Type 1","Hyper-IgM Immunodeficiency Syndrome, Type 1","Hyper IgM Immunodeficiency, X Linked|HIGM1 Syndromes|Hyper-IgM Immunodeficiency, X-Linked|Immunodeficiency, X-Linked Hyper-IgM|Immunodeficiency with Hyper IgM, Type 1|HIGM1|Hyper IgM Syndrome 1|Hyper-IgM Immunodeficiencies, X-Linked|Immunodeficiencies, X-Linked Hyper-IgM|Hyper-IgM Syndrome 1|HIGM1 Syndrome|X Linked Hyper IgM Syndrome|X-Linked Hyper IgM Syndrome|X-Linked Hyper-IgM Immunodeficiencies|Hyper IgM Immunodeficiency Syndrome, Type 1|X-Linked Hyper-IgM Immunodeficiency|Hyper-IgM Immunodeficiency Syndrome, Type 1|Immunodeficiency with Hyper-IgM, Type 1",C15.378.147.333.249.500|C16.320.322.237|C16.320.798.625.500|C20.673.430.250.500|C20.673.795.625.500
D053331,"Ectodermal Dysplasia 1, Anhidrotic","Ectodermal Dysplasia 1, Anhidrotic","Syndromes, CST|Ectodermal Dysplasia 1s|Ectodermal Dysplasia, Anhidrotic, X-Linked|CST Syndromes|X-Linked Hypohydridic Ectodermal Dysplasia|Christ Siemens Touraine Syndrome|Ectodermal Dysplasia 1, Anhydrotic|Ectodermal Dysplasia 1, Anhidrotic|CST Syndrome|Ectodermal Dysplasia, Hypohydridic, X-Linked|Anhydrotic Ectodermal Dysplasia, X Linked|Anhidrotic Ectodermal Dysplasia, X-Linked|Ectodermal Dysplasia, Hypohidrotic, X-Linked|Dysplasia 1, Ectodermal|Anhidrotic Ectodermal Dysplasia, X Linked|Syndrome, CST|Hypohidrotic Ectodermal Dysplasia|X Linked Hypohydridic Ectodermal Dysplasia|Ectodermal Dysplasia 1|Christ-Siemens-Touraine Syndrome|Anhydrotic Ectodermal Dysplasia, X-Linked",C17.800.804.350.198|C17.800.827.250.198|C16.320.322.116|C16.131.077.350.198|C16.131.831.350.198|C16.320.850.250.198
D053339,"Ectodermal Dysplasia 3, Anhidrotic","Ectodermal Dysplasia 3, Anhidrotic","Ectodermal Dysplasia, Hypohidrotic, Autosomal Dominant|Ectodermal Dysplasia 3, Anhidrotic",C16.131.831.350.298|C17.800.804.350.298|C16.131.077.350.298|C17.800.827.250.298|C16.320.850.250.298
D053362,"Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive","Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive","Anhidridic Ectodermal Dysplasia, Autosomal Recessive|Autosomal Recessive Anhydrotic Ectodermal Dysplasia|Autosomal Recessive Anhidrotic Ectodermal Dysplasia|Anhydridic Ectodermal Dysplasia, Autosomal Recessive|Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive|Anhidrotic Ectodermal Dysplasia, Autosomal Recessive|Ectodermal Dysplasia, Anhidrotic, Autosomal Recessive|Ectodermal Dysplasia, Hypohydrotic, Autosomal Recessive",C16.320.850.250.348|C16.131.831.350.348|C17.800.827.250.348|C17.800.804.350.348|C16.131.077.350.348
D053421,Hand-Arm Vibration Syndrome,Hand-Arm Vibration Syndrome,"Hand Arm Vibration Syndrome|Hand-Arm Vibration Syndrome|Syndromes, Hand-Arm Vibration|Vibration Syndromes, Hand-Arm|Hand-Arm Vibration Syndromes|Vibration Syndrome, Hand-Arm|Syndrome, Hand-Arm Vibration",C24.400|C14.907.440|C10.668.829.380
D020511,Channelopathies,Channelopathies,Channelopathies|Channelopathy,C23.550.177
D011470,Prostatism,Prostatism,Prostatism,C23.888.942.343.600
D053489,Mink Viral Enteritis,Mink Viral Enteritis,"Viral Enteritis, Mink|Enteritis, Infectious, of Mink|Enteritides, Mink Viral|Viral Enteritides, Mink|Mink Viral Enteritides|Enteritis, Mink Viral|Mink Viral Enteritis",C22.557|C01.925.256.700.550
D053529,"Leukokeratosis, Hereditary Mucosal","Leukokeratosis, Hereditary Mucosal","White Sponge Nevus of Cannon|Mucosal Leukokeratosis, Hereditary|Hereditary Mucosal Leukokeratosis|Mucosal Leukokeratoses, Hereditary|Hereditary Mucosal Leukokeratoses|Leukokeratoses, Hereditary Mucosal|Leukokeratosis, Hereditary Mucosal",C17.800.827.595|C16.320.850.542
D053546,"Keratoderma, Palmoplantar, Epidermolytic","Keratoderma, Palmoplantar, Epidermolytic","Thost-Unna Disease, Epidermolytic|Keratodermas, Epidermolytic Palmoplantar|Palmoplantar Keratoderma, Epidermolytic|Epidermolytic Unna-Thost Disease|Epidermolytic Thost-Unna Disease|Localized Epidermolytic Hyperkeratosis|Epidermolytic Hyperkeratosis, Localized|EPPK (Epidermolytic Palmoplantar Keratoderma)|Hyperkeratoses, Localized Epidermolytic|Keratoderma, Palmoplantar, Epidermolytic|Localized Epidermolytic Hyperkeratoses|Keratosis of Greither|Thost Unna Disease, Epidermolytic|Keratoderma, Epidermolytic Palmoplantar|Epidermolytic Palmoplantar Keratodermas|Hyperkeratosis, Localized Epidermolytic|Unna Thost Disease, Epidermolytic|Unna-Thost Disease, Epidermolytic|Epidermolytic Palmoplantar Keratoderma|Epidermolytic Hyperkeratoses, Localized|Epidermolytic Palmoplantar Keratoderma Vorner Type|Palmoplantar Keratodermas, Epidermolytic|Greither Keratosis|EPPKs (Epidermolytic Palmoplantar Keratoderma)",C17.800.428.435.440.500|C16.320.850.475.440.500|C17.800.827.475.440.500
D053553,Pachyonychia Congenita,Pachyonychia Congenita,"Pachyonychia Congenita, Jadassohn-Lewandowsky Type|Syndrome, Jackson-Lawler (Pc-2)|Type 2 Pachyonychia Congenita|Jackson Lawler Syndrome (Pc 2)|Jadassohn Lewandowsky Syndrome|Syndrome, Jadassohn-Lewandowski (Pc-1)|Pachyonychia Congenita, Type 1|Jadassohn-Lewandowski Syndrome (Pc-1)|Pachyonychia Congenita Tarda, Type 1|Pachyonychia Congenita, Type 2|Jackson Lawler Type Pachyonychia Congenita|Congenital Pachyonychia|Pachyonychia Congenita Type 1|Jackson-Lawler Syndrome (Pc-2)|Pachyonychia, Congenital|Pachyonychia Congenita, Jackson Lawler Type|Jadassohn Lewandowski Syndrome (Pc 1)|Type 1 Pachyonychia Congenita|Pachyonychia Congenita|Pachyonychia Congenita Syndrome|Pachyonychia Congenita Jackson Lawler Type|Jadassohn-Lewandowsky Syndrome|Jackson-Lawler Type Pachyonychia Congenita|Pachyonychia Congenita, Jackson-Lawler Type|Pachyonychia Congenita, Jadassohn Lewandowsky Type",C16.131.077.350.856|C16.131.831.350.856|C16.320.850.250.856|C17.800.529.594|C17.800.804.350.856|C17.800.827.250.856
D053559,"Corneal Dystrophy, Juvenile Epithelial of Meesmann","Corneal Dystrophy, Juvenile Epithelial of Meesmann","Corneal Dystrophy, Meesmann Epithelial|Dystrophies, Meesmann Corneal|Corneal Dystrophies, Meesmann|Meesmann Corneal Dystrophies|Meesmann Corneal Dystrophy|Corneal Dystrophy, Juvenile Epithelial of Meesmann|Corneal Dystrophy, Meesmann|Meesmann Corneal Epithelial Dystrophy|Meesmann Epithelial Corneal Dystrophy|Juvenile Hereditary Epithelial Dystrophy",C11.204.236.218|C16.320.290.162.204|C11.270.162.218
D053560,Ichthyosis Bullosa of Siemens,Ichthyosis Bullosa of Siemens,"Ichthyosis Bullosa of Siemens|Bullous Type Ichthyosis|Bullous Type of Ichthyosis|Bullous Type Ichthyoses|Ichthyoses, Bullous Type|Ichthyosis Bullous Type|Ichthyosis, Bullous Type of Siemens|Siemens Ichthyosis Bullosa|Ichthyosis, Bullous Type",C16.131.831.512.408|C16.320.850.402|C17.800.827.403|C16.614.492.410|C17.800.804.512.405|C17.800.428.333.330
D053565,Hypercalciuria,Hypercalciuria,Hypercalciuria,C23.888.942.337
D053570,Porcine Postweaning Multisystemic Wasting Syndrome,Porcine Postweaning Multisystemic Wasting Syndrome,"Postweaning Multisystemic Wasting Syndrome, Porcine|Porcine Postweaning Multisystemic Wasting Syndrome",C01.925.256.200.500|C22.905.690
D053578,Opsoclonus-Myoclonus Syndrome,Opsoclonus-Myoclonus Syndrome,"Infants Myoclonic Encephalopathies|Paraneoplastic Opsoclonus Myoclonus Ataxia|Paraneoplastic Opsoclonus-Myoclonus Ataxia|Opsoclonus Myoclonus Syndrome|Dancing Eyes-Dancing Feet Syndrome|Opsoclonus Myoclonus Ataxia|Kinsbourne Syndrome|Opsoclonus Myoclonus|Opsoclonus-Myoclonus Syndrome|Dancing Eyes, Dancing Feet Syndrome|Myoclonus, Opsoclonus|Dancing Eyes Dancing Feet Syndrome|Myoclonic Encephalopathy of Infants|Infants Myoclonic Encephalopathy",C10.292.562.831|C04.588.614.550.600|C04.730.856.596|C10.574.781.662|C10.597.350.500.500|C11.590.725|C10.228.758.500
D064486,Gitelman Syndrome,Gitelman Syndrome,"Hypokalemia-Hypomagnesemia, Primary Renotubular, with Hypocalciuria|Gitelman's Syndrome|Gitelman Syndrome|Hypokalemia-Hypomagnesemia, Familial|Tubular Hypomagnesemia-Hypokalemia with Hypocalcuria|Potassium and Magnesium Depletion|Primary Renotubular, Hypomagnesemia-Hypokalemia with Hypocalciuria|Primary Renotubular, Hypokalemia-Hypomagnesemia with Hypocalciuria|Familial Hypokalemia Hypomagnesemia|Syndrome, Gitelman's|Tubular Hypomagnesemia Hypokalemia with Hypocalcuria|Familial Hypokalemia-Hypomagnesemia|Hypomagnesemia-Hypokalemia, Primary Renotubular, with Hypocalciuria|Syndrome, Gitelman",C12.200.777.419.815.491|C16.320.831.491|C12.950.419.815.491|C12.050.351.968.419.815.491
D053584,Urinoma,Urinoma,Urinoma|Urinomas,C23.888.942.900
D053589,Nuchal Cord,Nuchal Cord,"Quadruple Nuchal Cord|Nuchal Cord, Double|Nuchal Cord, Triple|Cord, Nuchal|Single Nuchal Cord|Nuchal Cord, Single|Nuchal Cord|Fetal Cord Entanglements|Cord, Double Nuchal|Double Nuchal Cord|Nuchal Cord, Quadruple|Fetal Cord Entanglement|Triple Nuchal Cord|Cord Entanglements, Fetal",C16.300.790|C12.050.703.413
D053591,"Pain, Referred","Pain, Referred","Referred Pain|Referred Facial Pain|Facial Pain, Referred|Pain, Referred",C23.888.592.612.888
D012894,Stupor,Stupor,Narcosis|Stupor,C23.888.592.604.359.800.500|C10.597.606.358.800.500
D053627,Asthenozoospermia,Asthenozoospermia,"Teratozoospermia, Astheno|Asthenoteratozoospermias|Astheno Teratozoospermia|Asthenozoospermia|Astheno Teratozoospermias|Teratozoospermias, Astheno|Asthenoteratozoospermia",C12.200.294.430.253|C12.100.500.430.253|C12.100.750.700.253
D053632,X-Linked Combined Immunodeficiency Diseases,X-Linked Combined Immunodeficiency Diseases,"Severe Combined Immunodeficiency, X-Linked, T Cell Negative, B Cell Positive, NK Cell Negative|Immunodeficiency 6|Immunodeficiency Diseases, X-Linked|X Linked Immunodeficiency Disease|X-Linked SCID|Immunodeficiency Diseases, X Linked Combined|Severe Combined Immunodeficiency, X Linked|XSCID|Severe Combined Immunodeficiency, X-Linked, T Cell-Negative, B Cell-Positive, NK Cell-Negative|X-Linked Immunodeficiency Disease|X-Linked Combined Immunodeficiency Diseases|Immunodeficiency Diseases, X-Linked Combined|SCIDX|Immunodeficiency Syndromes, X-Linked|X-Linked SCIDs|X Linked Combined Immunodeficiency Diseases|X-Linked Immunodeficiency Syndromes|X-Linked Immunodeficiency Diseases|SCIDs, X-Linked|Immunodeficiency Syndrome, X-Linked|SCID, X Linked|X Linked Severe Combined Immunodeficiency|Immunodeficiency, X-Linked Combined|Immunodeficiency 4|SCIDX1|SCID, X-Linked|Immunodeficiency Disease, X-Linked|X-Linked Severe Combined Immunodeficiency|X-Linked Combined Immunodeficiency|X Linked SCID|X-Linked Immunodeficiency Syndrome|X Linked Combined Immunodeficiency|Combined Immunodeficiency, X Linked|X-SCID|X-Linked Combined Immunodeficiencies|Severe Combined Immunodeficiency, X-Linked|Combined Immunodeficiency, X-Linked|X Linked Immunodeficiency Syndrome",C16.614.815.500|C16.320.798.750.500|C20.673.795.750.500|C16.320.322.968
D053653,Pyelocystitis,Pyelocystitis,Pyelocystitis|Cystopyelitis,C12.950.829.495.750|C12.200.777.829.495.750|C12.050.351.968.419.570.821.358|C12.200.777.419.570.821.358|C12.050.351.968.829.495.750|C12.950.419.570.821.358
D053682,Tendon Entrapment,Tendon Entrapment,"Stenosing Tenosynovitides|Tenovaginitides, Stenosing|Entrapments, Tendon|Tendovaginitis, Stenosing|Tendon Entrapments|Stenosing Tenovaginitides|Tendon Entrapment|Stenosing Tendovaginitides|Stenosing Tenosynovitis|Entrapment, Tendon|Stenosing Tenovaginitis|Tendovaginitides, Stenosing|Tenovaginitis, Stenosing|Stenosing Tendovaginitis|Tenosynovitis, Stenosing|Tenosynovitides, Stenosing",C05.651.869.816
D053684,De Quervain Disease,De Quervain Disease,"De Quervain's Disease|De Quervain Disease|Disease, De Quervain|Stenosing Tenosynovitis, De Quervain|De Quervains Disease|De Quervain Stenosing Tenosynovitis",C05.651.869.816.200
D044504,Typhlitis,Typhlitis,"Typhlitis|Typhlitis, Neutropenic|Cecitis|Neutropenic Typhlitis",C01.463.850|C06.405.205.596.750.500|C06.405.469.110.708
D053714,Azoospermia,Azoospermia,Azoospermia,C12.200.294.430.380|C12.100.750.700.380|C12.100.500.430.380
D053713,Aspermia,Aspermia,Aspermia,C12.100.500.430.126|C12.100.750.700.126|C12.200.294.430.126
D053717,"Pneumonia, Ventilator-Associated","Pneumonia, Ventilator-Associated","Pneumonia, Ventilator-Associated|Ventilator-Associated Pneumonia",C08.381.677.300.500|C08.730.610.300.500|C01.248.250.500|C23.550.291.875.500.500.500|C01.748.610.300.500
D009230,Scleromyxedema,Scleromyxedema,"Papular Mucinosis|Myxedematosus, Lichen|Scleromyxedema|Mucinosis, Papular|Lichen Myxedematosus",C17.300.550.875
D053821,Cardiovascular Infections,Cardiovascular Infections,"Infection, Cardiovascular|Cardiovascular Infection|Cardiovascular Infections|Infections, Cardiovascular",C14.260|C01.190
D053840,Brugada Syndrome,Brugada Syndrome,"ECG Pattern, Brugada|Sudden Unexplained Death Syndrome|Right Bundle Branch Block, ST Segment Elevation, and Sudden Death Syndrome|Brugada ECG Pattern|Sudden Unexplained Nocturnal Death Syndrome (SUNDS)|Brugada Syndrome|Sudden Unexplained Nocturnal Death Syndrome|Brugada Syndrome 1|Brugada Type ECG Pattern",C16.320.100|C14.280.067.322|C14.280.123.250
D054000,"Nevus, Sebaceous of Jadassohn","Nevus, Sebaceous of Jadassohn","Organoid Nevus Phakomatoses|Syndrome, Schimmelpenning|Linear Sebaceous Nevus Syndrome|Verrucous Nevus|Epidermal Nevus, Verrucous|Phakomatosis, Jadassohn Nevus|Nevus, Sebaceous of Jadassohn|Feuerstein-Mims Syndrome|Syndrome, Feuerstein-Mims|Nevus, Linear Sebaceous|Nevus Phakomatoses, Organoid|Sebaceous Nevus Syndrome, Linear|Schimmelpenning Feuerstein Mims Syndrome|Nevus, Verrucous|Inflammatory Linear Verrucose Epidermal Nevus|Sebaceous Nevus, Linear|Nevus Sebaceus of Jadassohn|Jadassohn Nevus Phakomatosis|Syndrome, Schimmelpenning-Feuerstein-Mims|Linear Sebaceous Nevus|Phakomatoses, Organoid Nevus|Feuerstein Mims Syndrome|Jadassohn Nevus Sebaceus|Verrucous Epidermal Nevus|Phakomatosis, Organoid Nevus|Jadassohn Sebaceous Nevus|Nevus Phakomatosis, Organoid|Linear Verrucous Epidermal Nevus|Schimmelpenning Syndrome|Nevus, Verrucous Epidermal|Inflammatory Linear Verrucous Epidermal Naevus|Organoid Nevus Phakomatosis|Nevus Phakomatosis, Jadassohn|Sebaceous Nevus of Jadassohn|Schimmelpenning-Feuerstein-Mims Syndrome",C04.557.665.560.700|C10.562.700|C16.131.077.633
